# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,
# Thu Jul 25 08:34:27 2024,,,,,,,,,,,
#,,,,,,,,,,,
# User preference: *,,,,,,,,,,,
#,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,
# COLUMN st_lum:         Stellar Luminosity [log(Solar)],,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,
#,,,,,,,,,,,
pl_name,sy_pnum,discoverymethod,pl_orbsmax,pl_bmasse,pl_orbeccen,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist
Kepler-80 d,6,Transit,0.0346,,,4040,0.57,0.59,,,369.451
Kepler-80 d,6,Transit,0.037,,0,4613,0.65,0.72,,4.67,369.451
Kepler-80 d,6,Transit,0.037,,,4613,0.64,,,4.69,369.451
Kepler-80 d,6,Transit,,,,4665,0.68,,,,369.451
Kepler-80 d,6,Transit,,,,4613,0.66,0.73,-0.745,4.66,369.451
Kepler-80 d,6,Transit,0.0347,,0,4040,0.57,0.59,,4.7,369.451
Kepler-80 d,6,Transit,,,,4613,0.66,0.73,-0.745,4.66,369.451
Kepler-80 e,6,Transit,,,,4665,0.68,,,,369.451
Kepler-80 e,6,Transit,0.0457,,0,4040,0.57,0.59,,4.7,369.451
Kepler-80 e,6,Transit,0.04558,,,4040,0.57,0.59,,,369.451
Kepler-80 e,6,Transit,0.0491,4.13,,4540,0.68,0.73,-0.77,4.64,369.451
Kepler-80 e,6,Transit,0.0456,,0,4041,0.57,0.58,,4.7,369.451
Kepler-80 e,6,Transit,,,,4613,0.66,0.73,-0.745,4.66,369.451
Kepler-80 e,6,Transit,0.0457,,0,4040,0.57,0.59,,4.7,369.451
Kepler-80 e,6,Transit,,,,4638,0.71,0.76,,4.62,369.451
Kepler-80 e,6,Transit,0.049,,,4613,0.64,,,4.69,369.451
Kepler-80 e,6,Transit,,,,4613,0.66,0.73,-0.745,4.66,369.451
Kepler-80 e,6,Transit,,2.1,,,,0.6,,,369.451
Kepler-80 e,6,Transit,0.049,,0,4613,0.65,0.72,,4.67,369.451
Kepler-80 e,6,Transit,0.0457,,0,4040,0.57,0.59,,4.7,369.451
Kepler-80 f,6,Transit,0.0162,,0,4041,0.57,0.58,,4.7,369.451
Kepler-80 f,6,Transit,,,,4613,0.66,0.73,-0.745,4.66,369.451
Kepler-80 f,6,Transit,,,,4638,0.71,0.76,,4.62,369.451
Kepler-80 f,6,Transit,,,,4665,0.68,,,,369.451
Kepler-80 f,6,Transit,0.0163,,0,4040,0.57,0.59,,4.7,369.451
Kepler-80 f,6,Transit,0.0163,,0,4040,0.57,0.59,,4.7,369.451
Kepler-80 f,6,Transit,0.0163,,0,4040,0.57,0.59,,4.7,369.451
Kepler-80 f,6,Transit,,,,4613,0.66,0.73,-0.745,4.66,369.451
Kepler-80 f,6,Transit,0.017,,0,4613,0.65,0.72,,4.67,369.451
Kepler-80 f,6,Transit,0.0175,,,4540,0.68,0.73,-0.77,4.64,369.451
Kepler-80 g,6,Transit,,,,4540,0.68,0.83,,4.64,369.451
Kepler-800 b,1,Transit,,,,5621,0.78,,,,1019.26
Kepler-800 b,1,Transit,0.1106,,0,5616,0.82,0.91,,4.56,1019.26
Kepler-800 b,1,Transit,0.111,,0,5612,0.83,0.92,,4.57,1019.26
Kepler-800 b,1,Transit,,,,5293,0.79,0.91,-0.358,4.6,1019.26
Kepler-800 b,1,Transit,0.1107,,0,5626,0.82,0.91,,4.56,1019.26
Kepler-800 b,1,Transit,0.1107,,0,5626,0.82,0.91,,4.56,1019.26
Kepler-800 b,1,Transit,,,,5315,0.82,0.85,,4.55,1019.26
Kepler-800 b,1,Transit,,,,5293,0.79,0.91,-0.358,4.6,1019.26
Kepler-800 b,1,Transit,0.1107,,0,5626,0.82,0.91,,4.56,1019.26
Kepler-800 b,1,Transit,,,,5293,0.79,0.91,-0.358,4.6,1019.26
Kepler-801 b,1,Transit,0.0795,,0,3823,0.49,0.51,,4.76,440.426
Kepler-801 b,1,Transit,,,,4390,0.69,0.69,-0.798,4.6,440.426
Kepler-801 b,1,Transit,0.085,,0,4482,0.6,0.63,,4.68,440.426
Kepler-801 b,1,Transit,,,,4390,0.69,0.69,-0.798,4.6,440.426
Kepler-801 b,1,Transit,,,,4435,0.63,0.67,,4.66,440.426
Kepler-801 b,1,Transit,0.0793,,0,3822,0.49,0.51,,4.76,440.426
Kepler-801 b,1,Transit,,,,3822,0.69,,,,440.426
Kepler-801 b,1,Transit,,,,4390,0.69,0.69,-0.798,4.6,440.426
Kepler-801 b,1,Transit,0.0793,,0,3822,0.49,0.51,,4.76,440.426
Kepler-801 b,1,Transit,0.0793,,0,3822,0.49,0.51,,4.76,440.426
Kepler-802 b,1,Transit,0.2272,,0,5674,0.87,0.97,,4.54,780.585
Kepler-802 b,1,Transit,,,,5401,0.88,0.94,-0.226,4.52,780.585
Kepler-802 b,1,Transit,,,,5401,0.88,0.94,-0.226,4.52,780.585
Kepler-802 b,1,Transit,,,,5507,0.9,0.93,,4.5,780.585
Kepler-802 b,1,Transit,0.224,,0,5639,0.83,0.93,,4.57,780.585
Kepler-802 b,1,Transit,,,,5679,0.86,,,,780.585
Kepler-802 b,1,Transit,0.2265,,0,5668,0.87,0.96,,4.54,780.585
Kepler-802 b,1,Transit,0.2272,,0,5674,0.87,0.97,,4.54,780.585
Kepler-802 b,1,Transit,0.2272,,0,5674,0.87,0.97,,4.54,780.585
Kepler-802 b,1,Transit,,,,5401,0.88,0.94,-0.226,4.52,780.585
Kepler-803 b,1,Transit,,,,5928.59,1.25,1.08,0.241,4.28,639.771
Kepler-803 b,1,Transit,0.2551,,0,5642,0.94,0.88,,4.43,639.771
Kepler-803 b,1,Transit,,,,5854,1.19,,,,639.771
Kepler-803 b,1,Transit,,,,5919,1.12,1.05,,4.36,639.771
Kepler-803 b,1,Transit,0.2551,,0,5642,0.94,0.88,,4.43,639.771
Kepler-803 b,1,Transit,,,,5928.59,1.25,1.08,0.241,4.28,639.771
Kepler-803 b,1,Transit,0.2551,,0,5642,0.94,0.88,,4.43,639.771
Kepler-803 b,1,Transit,0.256,,0,5625,0.94,0.88,,4.44,639.771
Kepler-803 b,1,Transit,0.2678,,0,5900,1.17,1.01,,4.31,639.771
Kepler-803 b,1,Transit,,,,5928.59,1.25,1.08,0.241,4.28,639.771
Kepler-804 b,2,Transit,,,,5734.31,1.07,1.02,0.05,4.39,649.65
Kepler-804 b,2,Transit,0.115,,0,5835,0.88,0.99,,4.54,649.65
Kepler-804 b,2,Transit,0.1138,,0,5775,1.03,0.95,,4.39,649.65
Kepler-804 b,2,Transit,0.1138,,0,5775,1.03,0.95,,4.39,649.65
Kepler-804 b,2,Transit,,,,5734.31,1.07,1.02,0.05,4.39,649.65
Kepler-804 b,2,Transit,,,,5705,1.06,,,,649.65
Kepler-804 b,2,Transit,,,,5817,1.05,1.01,,4.4,649.65
Kepler-804 b,2,Transit,,,,5734.31,1.07,1.02,0.05,4.39,649.65
Kepler-804 b,2,Transit,0.1137,,0,5768,1.07,0.95,,4.36,649.65
Kepler-804 b,2,Transit,0.1138,,0,5775,1.03,0.95,,4.39,649.65
Kepler-804 c,2,Transit,0.0872,,0,5768,1.07,0.95,,4.36,649.65
Kepler-804 c,2,Transit,0.0873,,0,5775,1.03,0.95,,4.39,649.65
Kepler-804 c,2,Transit,,,,5705,1.06,,,,649.65
Kepler-804 c,2,Transit,0.0873,,0,5775,1.03,0.95,,4.39,649.65
Kepler-804 c,2,Transit,0.0873,,0,5775,1.03,0.95,,4.39,649.65
Kepler-804 c,2,Transit,,,,5817,1.05,1.01,,4.4,649.65
Kepler-804 c,2,Transit,,,,5734.31,1.07,1.02,0.05,4.39,649.65
Kepler-804 c,2,Transit,,,,5734.31,1.07,1.02,0.05,4.39,649.65
Kepler-804 c,2,Transit,0.088,,0,5835,0.88,0.99,,4.54,649.65
Kepler-805 b,1,Transit,0.1978,,0,5977,1.57,1.08,,4.08,638.49
Kepler-805 b,1,Transit,,,,6099.13,1.67,1.15,0.541,4.05,638.49
Kepler-805 b,1,Transit,0.2,,0,5873,1.92,1.11,,3.92,638.49
Kepler-805 b,1,Transit,,,,6112,1.64,,,,638.49
Kepler-805 b,1,Transit,,,,6099.13,1.67,1.15,0.541,4.05,638.49
Kepler-805 b,1,Transit,,,,6099.13,1.67,1.15,0.541,4.05,638.49
Kepler-805 b,1,Transit,0.1996,,0,6034,1.59,1.12,,4.08,638.49
Kepler-805 b,1,Transit,0.1996,,0,6034,1.59,1.12,,4.08,638.49
Kepler-805 b,1,Transit,,,,6112,1.65,1.19,,4.08,638.49
Kepler-805 b,1,Transit,0.1996,,0,6034,1.59,1.12,,4.08,638.49
Kepler-806 b,1,Transit,,,,5770,1.16,0.99,,4.3,361.896
Kepler-806 b,1,Transit,,,,5737,1.57,,,,361.896
Kepler-806 b,1,Transit,,,,5664.08,1.66,1.01,0.407,4,361.896
Kepler-806 b,1,Transit,0.0786,,0,5662,1.92,0.99,,3.87,361.896
Kepler-806 b,1,Transit,,,,5664.08,1.66,1.01,0.407,4,361.896
Kepler-806 b,1,Transit,0.0764,,0,5774,1.4,0.91,,4.11,361.896
Kepler-806 b,1,Transit,0.0786,,0,5662,1.92,0.99,,3.87,361.896
Kepler-806 b,1,Transit,0.0786,,0,5662,1.92,0.99,,3.87,361.896
Kepler-806 b,1,Transit,0.078,,0,5671,1.65,0.95,,3.98,361.896
Kepler-808 b,1,Transit,,,,4536.81,,,,,
Kepler-808 b,1,Transit,0.0116,,0,4441,0.53,0.53,,4.71,
Kepler-808 b,1,Transit,,,,4653,0.71,0.76,,4.62,
Kepler-808 b,1,Transit,0.0116,,0,4441,0.53,0.53,,4.71,
Kepler-808 b,1,Transit,,,,4536.81,,,,,
Kepler-808 b,1,Transit,,,,4536.81,,,,,
Kepler-808 b,1,Transit,0.0116,,0,4441,0.53,0.53,,4.71,
Kepler-808 b,1,Transit,0.012,,0,4602,0.62,0.65,,4.66,
Kepler-808 b,1,Transit,0.0116,,0,4441,0.53,0.53,,4.71,
Kepler-809 b,1,Transit,0.2901,,0,5949,0.96,1.05,,4.49,961.405
Kepler-809 b,1,Transit,0.2901,,0,5949,0.96,1.05,,4.49,961.405
Kepler-809 b,1,Transit,0.2901,,0,5949,0.96,1.05,,4.49,961.405
Kepler-809 b,1,Transit,,,,5686,1.03,1.01,0.001,4.41,961.405
Kepler-809 b,1,Transit,0.286,,0,5908,0.9,1.01,,4.53,961.405
Kepler-809 b,1,Transit,,,,5952,0.99,,,,961.405
Kepler-809 b,1,Transit,0.2901,,0,5949,0.96,1.05,,4.49,961.405
Kepler-809 b,1,Transit,,,,5734,0.98,0.99,,4.45,961.405
Kepler-809 b,1,Transit,,,,5686,1.03,1.01,0.001,4.41,961.405
Kepler-81 b,3,Transit,0.0554,,0,4261,0.63,0.64,,4.64,348.291
Kepler-81 b,3,Transit,0.0524,,0,3896,0.52,0.54,,4.74,348.291
Kepler-81 b,3,Transit,,,,4263,0.65,0.68,-0.889,,348.291
Kepler-81 b,3,Transit,0.0522,,,3896,0.52,0.54,,,348.291
Kepler-81 b,3,Transit,,17.2,,,0.65,0.68,,,348.291
Kepler-81 b,3,Transit,,,,,0.59,0.64,,4.7,348.291
Kepler-81 b,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 b,3,Transit,0.056,,0,4500,0.59,0.65,,4.7,348.291
Kepler-81 b,3,Transit,0.0524,,0,3896,0.52,0.54,,4.74,348.291
Kepler-81 b,3,Transit,,,,4263,0.64,,,,348.291
Kepler-81 b,3,Transit,0.0524,,0,3896,0.52,0.54,,4.74,348.291
Kepler-81 b,3,Transit,,,,4385,0.65,0.69,,4.65,348.291
Kepler-81 b,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 b,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 b,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 c,3,Transit,0.0837,,0,3896,0.52,0.54,,4.74,348.291
Kepler-81 c,3,Transit,0.0886,,0,4261,0.63,0.64,,4.64,348.291
Kepler-81 c,3,Transit,0.0837,,0,3896,0.52,0.54,,4.74,348.291
Kepler-81 c,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 c,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 c,3,Transit,,,,,0.59,0.64,,4.7,348.291
Kepler-81 c,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 c,3,Transit,0.0837,,0,3896,0.52,0.54,,4.74,348.291
Kepler-81 c,3,Transit,0.089,,0,4500,0.59,0.65,,4.7,348.291
Kepler-81 c,3,Transit,0.08347,,,3896,0.52,0.54,,,348.291
Kepler-81 c,3,Transit,,,,4385,0.65,0.69,,4.65,348.291
Kepler-81 c,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 c,3,Transit,,,,4263,0.64,,,,348.291
Kepler-81 c,3,Transit,,,,4263,0.65,0.68,-0.889,,348.291
Kepler-81 c,3,Transit,,4.3,,,0.65,0.68,,,348.291
Kepler-81 d,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 d,3,Transit,0.1207,,0,3896,0.52,0.54,,4.74,348.291
Kepler-81 d,3,Transit,0.1207,,0,3896,0.52,0.54,,4.74,348.291
Kepler-81 d,3,Transit,,,,4385,0.65,0.69,,4.65,348.291
Kepler-81 d,3,Transit,0.1207,,0,3896,0.52,0.54,,4.74,348.291
Kepler-81 d,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 d,3,Transit,,,,4263,0.65,0.68,-0.889,,348.291
Kepler-81 d,3,Transit,0.128,,,4500,0.59,,,4.7,348.291
Kepler-81 d,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 d,3,Transit,,,,4500,0.58,0.71,-0.902,4.76,348.291
Kepler-81 d,3,Transit,0.1278,,0,4261,0.63,0.64,,4.64,348.291
Kepler-81 d,3,Transit,0.128,,0,4500,0.59,0.65,,4.7,348.291
Kepler-81 d,3,Transit,,,,4263,0.64,,,,348.291
Kepler-810 b,1,Transit,,,,5592,1.03,0.99,-0.032,4.41,1458.59
Kepler-810 b,1,Transit,,,,6009,0.95,,,,1458.59
Kepler-810 b,1,Transit,0.055,,0,5999,0.96,1.04,,4.49,1458.59
Kepler-810 b,1,Transit,0.055,,0,5999,0.96,1.04,,4.49,1458.59
Kepler-810 b,1,Transit,,,,5592,1.03,0.99,-0.032,4.41,1458.59
Kepler-810 b,1,Transit,0.055,,0,5999,0.96,1.04,,4.49,1458.59
Kepler-810 b,1,Transit,0.055,,0,5973,0.93,1.03,,4.52,1458.59
Kepler-810 b,1,Transit,0.055,,0,5999,0.96,1.04,,4.49,1458.59
Kepler-810 b,1,Transit,,,,5803,1.04,1.03,,4.42,1458.59
Kepler-811 b,1,Transit,,,,5639,1.47,,,,985.041
Kepler-811 b,1,Transit,0.1583,,0,5655,1.35,0.95,,4.15,985.041
Kepler-811 b,1,Transit,,,,5610.15,1.53,0.99,0.323,4.06,985.041
Kepler-811 b,1,Transit,,,,5610.15,1.53,0.99,0.323,4.06,985.041
Kepler-811 b,1,Transit,,,,5747,1.24,1.01,,4.25,985.041
Kepler-811 b,1,Transit,0.1612,,0,5973,0.94,1,,4.5,985.041
Kepler-811 b,1,Transit,0.162,,0,5956,0.93,1.02,,4.51,985.041
Kepler-811 b,1,Transit,0.1612,,0,5973,0.94,1,,4.5,985.041
Kepler-811 b,1,Transit,,,,5610.15,1.53,0.99,0.323,4.06,985.041
Kepler-811 b,1,Transit,0.1612,,0,5973,0.94,1,,4.5,985.041
Kepler-812 b,1,Transit,0.1021,,0,7138,1.55,1.39,,4.2,1482.74
Kepler-812 b,1,Transit,0.1024,,0,6306,1.79,1.4,,4.08,1482.74
Kepler-812 b,1,Transit,,,,6761,1.71,1.45,,4.13,1482.74
Kepler-812 b,1,Transit,,,,6720.56,1.75,1.43,0.752,4.11,1482.74
Kepler-812 b,1,Transit,0.102,,0,7110,1.42,1.4,,4.28,1482.74
Kepler-812 b,1,Transit,,,,6720.56,1.75,1.43,0.752,4.11,1482.74
Kepler-812 b,1,Transit,0.1021,,0,7138,1.55,1.39,,4.2,1482.74
Kepler-812 b,1,Transit,,,,6312,1.76,,,,1482.74
Kepler-812 b,1,Transit,0.1021,,0,7138,1.55,1.39,,4.2,1482.74
Kepler-812 b,1,Transit,,,,6720.56,1.75,1.43,0.752,4.11,1482.74
Kepler-813 b,1,Transit,,,,5743,0.93,0.95,,4.48,
Kepler-813 b,1,Transit,0.1424,,0,6061,0.97,1.05,,4.49,
Kepler-813 b,1,Transit,0.1439,,0,5372,1.71,1.08,,4.01,
Kepler-813 b,1,Transit,0.1424,,0,6061,0.97,1.05,,4.49,
Kepler-813 b,1,Transit,,,,5730.59,,,,,
Kepler-813 b,1,Transit,,,,5730.59,,,,,
Kepler-813 b,1,Transit,0.142,,0,6042,0.96,1.05,,4.5,
Kepler-813 b,1,Transit,,,,5730.59,,,,,
Kepler-813 b,1,Transit,0.1424,,0,6061,0.97,1.05,,4.49,
Kepler-814 b,1,Transit,,,,6107,1.93,1.15,0.669,3.93,2055.77
Kepler-814 b,1,Transit,0.0676,,0,6341,1.03,1.08,,4.45,2055.77
Kepler-814 b,1,Transit,0.069,,0,6367,1.09,1.16,,4.43,2055.77
Kepler-814 b,1,Transit,,,,6162,1.22,1.15,,4.33,2055.77
Kepler-814 b,1,Transit,0.0676,,0,6341,1.03,1.08,,4.45,2055.77
Kepler-814 b,1,Transit,0.0676,,0,6341,1.03,1.08,,4.45,2055.77
Kepler-814 b,1,Transit,0.0695,,0,6110,1.3,1.19,,4.29,2055.77
Kepler-814 b,1,Transit,,,,6107,1.93,1.15,0.669,3.93,2055.77
Kepler-814 b,1,Transit,,,,6111,1.9,,,,2055.77
Kepler-815 b,1,Transit,0.0905,,0,5048,3.55,1.34,,3.46,1259.28
Kepler-815 b,1,Transit,0.0888,,0,4986,3.46,1.27,,3.46,1259.28
Kepler-815 b,1,Transit,0.0905,,0,5048,3.55,1.34,,3.46,1259.28
Kepler-815 b,1,Transit,0.0905,,0,5048,3.55,1.34,,3.46,1259.28
Kepler-815 b,1,Transit,,,,4982.09,3.69,,,,1259.28
Kepler-815 b,1,Transit,0.09,,0,5124,2.67,1.32,,3.71,1259.28
Kepler-815 b,1,Transit,,,,4982.09,3.69,,,,1259.28
Kepler-815 b,1,Transit,,,,5028,3.42,1.25,,3.46,1259.28
Kepler-815 b,1,Transit,,,,5074,3.6,,,,1259.28
Kepler-815 b,1,Transit,,,,4982.09,3.69,,,,1259.28
Kepler-816 b,1,Transit,,,,5124,0.81,,,,983.697
Kepler-816 b,1,Transit,,,,4797.24,0.94,0.78,-0.374,4.38,983.697
Kepler-816 b,1,Transit,,,,4797.24,0.94,0.78,-0.374,4.38,983.697
Kepler-816 b,1,Transit,,,,4797.24,0.94,0.78,-0.374,4.38,983.697
Kepler-816 b,1,Transit,,,,5286,0.85,0.9,,4.54,983.697
Kepler-816 b,1,Transit,0.0895,,0,5127,0.78,0.87,,4.59,983.697
Kepler-816 b,1,Transit,0.0893,,0,5122,0.78,0.86,,4.58,983.697
Kepler-816 b,1,Transit,0.0893,,0,5122,0.78,0.86,,4.58,983.697
Kepler-816 b,1,Transit,0.09,,0,4936,0.75,0.87,,4.63,983.697
Kepler-816 b,1,Transit,0.0893,,0,5122,0.78,0.86,,4.58,983.697
Kepler-817 b,1,Transit,0.0493,,0,5926,0.91,1,,4.52,1484.46
Kepler-817 b,1,Transit,,,,5861,1.03,1.03,,4.42,1484.46
Kepler-817 b,1,Transit,0.0493,,0,5926,0.91,1,,4.52,1484.46
Kepler-817 b,1,Transit,,,,5593,1.18,0.99,0.086,4.29,1484.46
Kepler-817 b,1,Transit,,,,5593,1.18,0.99,0.086,4.29,1484.46
Kepler-817 b,1,Transit,,,,5593,1.18,0.99,0.086,4.29,1484.46
Kepler-817 b,1,Transit,0.05,,0,5666,0.75,1.02,,4.69,1484.46
Kepler-817 b,1,Transit,0.0493,,0,5926,0.91,1,,4.52,1484.46
Kepler-817 b,1,Transit,0.0493,,0,5926,0.91,1,,4.52,1484.46
Kepler-817 b,1,Transit,,,,5924,1.1,,,,1484.46
Kepler-818 b,1,Transit,,,,5624,0.91,1,-0.124,4.52,925.037
Kepler-818 b,1,Transit,0.0886,,0,5813,0.83,0.93,,4.56,925.037
Kepler-818 b,1,Transit,,,,5638,0.92,0.94,,4.49,925.037
Kepler-818 b,1,Transit,0.091,,0,5843,0.88,0.99,,4.54,925.037
Kepler-818 b,1,Transit,,,,5624,0.91,1,-0.124,4.52,925.037
Kepler-818 b,1,Transit,0.0892,,0,5835,0.85,0.94,,4.55,925.037
Kepler-818 b,1,Transit,,,,5624,0.91,1,-0.124,4.52,925.037
Kepler-818 b,1,Transit,,,,5831,0.87,,,,925.037
Kepler-818 b,1,Transit,0.0892,,0,5835,0.85,0.94,,4.55,925.037
Kepler-818 b,1,Transit,0.0892,,0,5835,0.85,0.94,,4.55,925.037
Kepler-819 b,1,Transit,0.1899,,0,5307,0.76,0.83,,4.59,664.306
Kepler-819 b,1,Transit,,,,5162.79,0.79,0.87,-0.398,4.58,664.306
Kepler-819 b,1,Transit,,,,5279,0.81,0.86,,4.55,664.306
Kepler-819 b,1,Transit,,,,5162.79,0.79,0.87,-0.398,4.58,664.306
Kepler-819 b,1,Transit,0.1899,,0,5307,0.76,0.83,,4.59,664.306
Kepler-819 b,1,Transit,,,,5089,0.77,,,,664.306
Kepler-819 b,1,Transit,,,,5162.79,0.79,0.87,-0.398,4.58,664.306
Kepler-819 b,1,Transit,0.1894,,0,5102,0.88,0.82,,4.46,664.306
Kepler-819 b,1,Transit,0.1899,,0,5307,0.76,0.83,,4.59,664.306
Kepler-819 b,1,Transit,0.191,,0,5300,0.75,0.84,,4.61,664.306
Kepler-82 b,5,Transit,,,,5529,0.93,0.96,,4.49,904.326
Kepler-82 b,5,Transit,,,,5309.19,0.96,0.91,-0.185,4.44,904.326
Kepler-82 b,5,Transit,0.1718,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 b,5,Transit,,,,5401,0.85,,,,904.326
Kepler-82 b,5,Transit,0.1718,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 b,5,Transit,0.1683,12.15,0.0033,,0.9,0.91,,,904.326
Kepler-82 b,5,Transit,,51,,,0.93,0.97,,,904.326
Kepler-82 b,5,Transit,0.1718,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 b,5,Transit,,,,,0.9,0.85,,4.49,904.326
Kepler-82 b,5,Transit,0.169,,0,5700,0.9,0.92,,4.49,904.326
Kepler-82 b,5,Transit,,,,5309.19,0.96,0.91,-0.185,4.44,904.326
Kepler-82 b,5,Transit,0.1687,,0,5427,0.93,0.92,,4.46,904.326
Kepler-82 c,5,Transit,,,,5529,0.93,0.96,,4.49,904.326
Kepler-82 c,5,Transit,0.264,,0,5700,0.9,0.92,,4.49,904.326
Kepler-82 c,5,Transit,0.2681,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 c,5,Transit,,,,5309.19,0.96,0.91,-0.185,4.44,904.326
Kepler-82 c,5,Transit,,,,,0.9,0.85,,4.49,904.326
Kepler-82 c,5,Transit,0.2632,,0,5427,0.93,0.92,,4.46,904.326
Kepler-82 c,5,Transit,,,,5401,0.85,,,,904.326
Kepler-82 c,5,Transit,0.2681,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 c,5,Transit,,,,5309.19,0.96,0.91,-0.185,4.44,904.326
Kepler-82 c,5,Transit,,18.4,,,0.93,0.97,,,904.326
Kepler-82 c,5,Transit,0.2681,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 c,5,Transit,0.2626,13.9,0.007,,0.9,0.91,,,904.326
Kepler-82 d,5,Transit,0.0339,,0,5427,0.93,0.92,,4.46,904.326
Kepler-82 d,5,Transit,0.0345,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 d,5,Transit,0.0345,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 d,5,Transit,0.0345,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 d,5,Transit,,,,5309.19,0.96,0.91,-0.185,4.44,904.326
Kepler-82 d,5,Transit,0.034,,0,5700,0.9,0.92,,4.49,904.326
Kepler-82 d,5,Transit,0.034,,,5428,0.94,,,4.47,904.326
Kepler-82 d,5,Transit,,,,5401,0.85,,,,904.326
Kepler-82 d,5,Transit,,,,5529,0.93,0.96,,4.49,904.326
Kepler-82 d,5,Transit,,,,5309.19,0.96,0.91,-0.185,4.44,904.326
Kepler-82 e,5,Transit,0.0632,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 e,5,Transit,,,,5401,0.85,,,,904.326
Kepler-82 e,5,Transit,,,,5309.19,0.96,0.91,-0.185,4.44,904.326
Kepler-82 e,5,Transit,,,,5309.19,0.96,0.91,-0.185,4.44,904.326
Kepler-82 e,5,Transit,0.0632,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 e,5,Transit,0.0632,,0,5739,0.93,0.97,,4.49,904.326
Kepler-82 e,5,Transit,,,,5309.19,0.96,0.91,-0.185,4.44,904.326
Kepler-82 e,5,Transit,,,,5529,0.93,0.96,,4.49,904.326
Kepler-82 e,5,Transit,0.063,,,5428,0.94,,,4.47,904.326
Kepler-82 e,5,Transit,0.0621,,0,5427,0.93,0.92,,4.46,904.326
Kepler-82 e,5,Transit,0.062,,0,5700,0.9,0.92,,4.49,904.326
Kepler-82 f,5,Transit Timing Variations,0.3395,20.9,0.0014,,0.9,0.91,,,904.326
Kepler-820 b,1,Transit,0.5102,,0,6205,1.69,1.08,,4.02,1387.2
Kepler-820 b,1,Transit,0.5102,,0,6205,1.69,1.08,,4.02,1387.2
Kepler-820 b,1,Transit,,,,6006,2.04,1.11,0.689,3.86,1387.2
Kepler-820 b,1,Transit,,,,6260,1.36,1.23,,4.25,1387.2
Kepler-820 b,1,Transit,0.5102,,0,6205,1.69,1.08,,4.02,1387.2
Kepler-820 b,1,Transit,,,,6443,1.89,,,,1387.2
Kepler-820 b,1,Transit,,,,6006,2.04,1.11,0.689,3.86,1387.2
Kepler-820 b,1,Transit,0.5829,,0,6505,2.17,1.61,,3.97,1387.2
Kepler-820 b,1,Transit,0.524,,0,6222,1.72,1.18,,4.04,1387.2
Kepler-820 b,1,Transit,,,,6006,2.04,1.11,0.689,3.86,1387.2
Kepler-821 b,1,Transit,0.0282,,0,5155,0.78,0.81,,4.56,614.571
Kepler-821 b,1,Transit,,,,5074,0.85,0.85,-0.364,4.51,614.571
Kepler-821 b,1,Transit,0.0282,,0,5155,0.78,0.81,,4.56,614.571
Kepler-821 b,1,Transit,0.029,,0,5194,0.81,0.88,,4.56,614.571
